locus_tag	ftype	length_bp	gene	EC_number	COG	product
KBOACNCO_02508	CDS	621				hypothetical protein
KBOACNCO_02509	CDS	399				hypothetical protein
KBOACNCO_02510	CDS	1086	ruvB	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
KBOACNCO_02511	CDS	1971	thiG	2.8.1.10		Thiazole synthase
KBOACNCO_02512	CDS	579				hypothetical protein
KBOACNCO_02513	CDS	939	ygfZ			tRNA-modifying protein YgfZ
KBOACNCO_02514	CDS	447				hypothetical protein
KBOACNCO_02515	CDS	783	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
KBOACNCO_02516	CDS	285				hypothetical protein
KBOACNCO_02517	CDS	168				hypothetical protein
KBOACNCO_02518	CDS	786				hypothetical protein
KBOACNCO_02519	CDS	900	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
KBOACNCO_02520	CDS	891	mscS		COG0668	Small-conductance mechanosensitive channel
KBOACNCO_02521	CDS	1326	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
KBOACNCO_02522	CDS	321				hypothetical protein
KBOACNCO_02523	CDS	315				hypothetical protein
KBOACNCO_02524	CDS	1473				Folate-biopterin transporter
KBOACNCO_02525	CDS	1482				hypothetical protein
KBOACNCO_02526	CDS	1431				hypothetical protein
KBOACNCO_02527	CDS	1068	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
KBOACNCO_02528	CDS	1788	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
KBOACNCO_02529	CDS	2076				hypothetical protein
KBOACNCO_02530	CDS	621				hypothetical protein
KBOACNCO_02531	CDS	1461	dacC	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacC
KBOACNCO_02532	CDS	219				hypothetical protein
KBOACNCO_02533	CDS	819	nit1	3.5.1.128		Deaminated glutathione amidase
KBOACNCO_02534	CDS	1599	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
KBOACNCO_02535	CDS	606				hypothetical protein
KBOACNCO_02536	CDS	1323	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
KBOACNCO_02537	CDS	654				hypothetical protein
KBOACNCO_02538	CDS	675	mprA_2		COG0745	Response regulator MprA
KBOACNCO_02539	CDS	639	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
KBOACNCO_02540	CDS	627				hypothetical protein
KBOACNCO_02541	CDS	2097	kefB			Glutathione-regulated potassium-efflux system protein KefB
KBOACNCO_02542	CDS	441				hypothetical protein
KBOACNCO_02543	CDS	2583	gyrA_2	5.6.2.2	COG0188	DNA gyrase subunit A
KBOACNCO_02544	CDS	912				hypothetical protein
KBOACNCO_02545	CDS	780	ecfA2_2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
KBOACNCO_02546	CDS	774	ecfT_2			Energy-coupling factor transporter transmembrane protein EcfT
KBOACNCO_02547	CDS	645	cbiM			Cobalt transport protein CbiM
KBOACNCO_02548	CDS	531				hypothetical protein
KBOACNCO_02549	CDS	867				hypothetical protein
KBOACNCO_02550	CDS	156				hypothetical protein
KBOACNCO_02551	CDS	279				hypothetical protein
KBOACNCO_02552	CDS	288				hypothetical protein
KBOACNCO_02553	CDS	1098	mshA_13	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
KBOACNCO_02554	CDS	888	lpxD_2	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
KBOACNCO_02555	CDS	594				hypothetical protein
KBOACNCO_02556	CDS	750				hypothetical protein
KBOACNCO_02557	CDS	765	sumT	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
KBOACNCO_02558	CDS	3489	mfd_2	3.6.4.-		Transcription-repair-coupling factor
KBOACNCO_02559	CDS	306				hypothetical protein
KBOACNCO_02560	CDS	174				hypothetical protein
KBOACNCO_02561	CDS	966	rlpA_2	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
KBOACNCO_02562	CDS	702	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
KBOACNCO_02563	CDS	1302	proA_2	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
KBOACNCO_02564	CDS	597				hypothetical protein
KBOACNCO_02565	CDS	180				hypothetical protein
KBOACNCO_02566	CDS	219				hypothetical protein
KBOACNCO_02567	CDS	1566				hypothetical protein
KBOACNCO_02568	CDS	3246	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
KBOACNCO_02569	CDS	429				hypothetical protein
KBOACNCO_02570	CDS	537	pyrR			Bifunctional protein pyrR
KBOACNCO_02571	CDS	669	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
KBOACNCO_02572	CDS	1251	cinA		COG1058	Putative competence-damage inducible protein
KBOACNCO_02573	CDS	453				hypothetical protein
KBOACNCO_02574	CDS	1506				hypothetical protein
KBOACNCO_02575	CDS	1608				hypothetical protein
KBOACNCO_02576	CDS	336	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
KBOACNCO_02577	CDS	456				hypothetical protein
KBOACNCO_02578	CDS	708	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
KBOACNCO_02579	CDS	552	tolB_2			Tol-Pal system protein TolB
KBOACNCO_02580	CDS	363				hypothetical protein
KBOACNCO_02581	CDS	1662	clsB	2.7.8.-		Cardiolipin synthase B
KBOACNCO_02582	CDS	1260				hypothetical protein
KBOACNCO_02583	CDS	876	egtC	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
KBOACNCO_02584	CDS	1215	sigA2_4		COG0568	RNA polymerase sigma factor SigA2
KBOACNCO_02585	CDS	906	sdhE	1.3.5.-	COG2048	8-methylmenaquinol:fumarate reductase membrane anchor subunit
KBOACNCO_02586	CDS	294				hypothetical protein
KBOACNCO_02587	CDS	780				hypothetical protein
KBOACNCO_02588	CDS	177				hypothetical protein
KBOACNCO_02589	CDS	1986	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
KBOACNCO_02590	CDS	624				hypothetical protein
KBOACNCO_02591	CDS	204				hypothetical protein
KBOACNCO_02592	CDS	216				hypothetical protein
KBOACNCO_02593	CDS	1467	mdtE			Multidrug resistance protein MdtE
KBOACNCO_02594	CDS	417		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
KBOACNCO_02595	CDS	1452	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
KBOACNCO_02596	CDS	1623			COG0645	putative protein
KBOACNCO_02597	CDS	780	surA	5.2.1.8		Chaperone SurA
KBOACNCO_02598	CDS	228	ftrV			Ferredoxin-thioredoxin reductase, variable chain
KBOACNCO_02599	CDS	1047				hypothetical protein
KBOACNCO_02600	CDS	1254	rcsC_21	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_02601	CDS	213				hypothetical protein
KBOACNCO_02602	CDS	1212				hypothetical protein
KBOACNCO_02603	CDS	240	yidD		COG0759	Putative membrane protein insertion efficiency factor
KBOACNCO_02604	CDS	3588	metH	2.1.1.13	COG0646	Methionine synthase
KBOACNCO_02605	CDS	210				hypothetical protein
KBOACNCO_02606	CDS	237				hypothetical protein
KBOACNCO_02607	CDS	243				hypothetical protein
KBOACNCO_02608	CDS	3960				hypothetical protein
KBOACNCO_02609	CDS	573				hypothetical protein
KBOACNCO_02610	CDS	198				hypothetical protein
KBOACNCO_02611	CDS	1341	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
KBOACNCO_02612	CDS	804	cpoB_1			Cell division coordinator CpoB
KBOACNCO_02613	CDS	564	betI			HTH-type transcriptional regulator BetI
KBOACNCO_02614	CDS	1386	mdtK		COG0534	Multidrug resistance protein MdtK
KBOACNCO_02615	CDS	3213				hypothetical protein
KBOACNCO_02616	CDS	1509	sir_2	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
KBOACNCO_02617	CDS	450	cynS	4.2.1.104		Cyanate hydratase
KBOACNCO_02618	CDS	1173	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
KBOACNCO_02619	CDS	945	moaA_2	4.1.99.22	COG2896	GTP 3',8-cyclase
KBOACNCO_02620	CDS	1044	moaC			Cyclic pyranopterin monophosphate synthase
KBOACNCO_02621	CDS	246				hypothetical protein
KBOACNCO_02622	CDS	438	moaE1	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit 1
KBOACNCO_02623	CDS	285				hypothetical protein
KBOACNCO_02624	CDS	1530	comM		COG0606	Competence protein ComM
KBOACNCO_02625	CDS	1500				hypothetical protein
KBOACNCO_02626	CDS	1524	psbB			Photosystem II CP47 reaction center protein
KBOACNCO_02627	CDS	3045				hypothetical protein
KBOACNCO_02628	CDS	1353				hypothetical protein
KBOACNCO_02629	CDS	777				hypothetical protein
KBOACNCO_02630	CDS	1620				hypothetical protein
KBOACNCO_02631	CDS	1797				hypothetical protein
KBOACNCO_02632	CDS	453				hypothetical protein
KBOACNCO_02633	CDS	1218	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
KBOACNCO_02634	CDS	762	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
KBOACNCO_02635	CDS	456				hypothetical protein
KBOACNCO_02636	CDS	450				hypothetical protein
KBOACNCO_02637	CDS	438	panD	4.1.1.11		Aspartate 1-decarboxylase
KBOACNCO_02638	CDS	975	mdh	1.1.1.37		Malate dehydrogenase
KBOACNCO_02639	CDS	219	ndhO	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit O
KBOACNCO_02640	CDS	228				hypothetical protein
KBOACNCO_02641	CDS	585	pth	3.1.1.29		Peptidyl-tRNA hydrolase
KBOACNCO_02642	CDS	339				putative 30S ribosomal protein PSRP-3
KBOACNCO_02643	CDS	729				hypothetical protein
KBOACNCO_02644	CDS	1335				hypothetical protein
KBOACNCO_02645	CDS	1896	nhaP2			K(+)/H(+) antiporter NhaP2
KBOACNCO_02646	tRNA	71				tRNA-Cys(gca)
KBOACNCO_02647	CDS	843	map_2	3.4.11.18	COG0024	Methionine aminopeptidase 1
KBOACNCO_02648	CDS	357	ftrC	1.8.7.2		Ferredoxin-thioredoxin reductase, catalytic chain
KBOACNCO_02649	CDS	897	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
KBOACNCO_02650	CDS	282				hypothetical protein
KBOACNCO_02651	CDS	978		1.17.4.-	COG4243	Vitamin K epoxide reductase 
KBOACNCO_02652	CDS	1722	dfa1	1.-.-.-		Diflavin flavoprotein A 1
KBOACNCO_02653	CDS	687				hypothetical protein
KBOACNCO_02654	CDS	1479				hypothetical protein
KBOACNCO_02655	CDS	663				hypothetical protein
KBOACNCO_02656	CDS	336	yciH		COG0023	putative protein YciH
KBOACNCO_02657	CDS	681				hypothetical protein
KBOACNCO_02658	CDS	1002	yqeN		COG1466	putative protein YqeN
KBOACNCO_02659	CDS	195				hypothetical protein
KBOACNCO_02660	CDS	309				hypothetical protein
KBOACNCO_02661	CDS	447				hypothetical protein
KBOACNCO_02662	CDS	255				hypothetical protein
KBOACNCO_02663	CDS	144				hypothetical protein
KBOACNCO_02664	CDS	435				hypothetical protein
KBOACNCO_02665	CDS	228		3.6.1.25	COG2954	Inorganic triphosphatase
KBOACNCO_02666	CDS	132				hypothetical protein
KBOACNCO_02667	CDS	1335		1.14.-.-		Putative cytochrome P450 120
KBOACNCO_02668	CDS	555				hypothetical protein
KBOACNCO_02669	CDS	1962	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
KBOACNCO_02670	CDS	354				hypothetical protein
KBOACNCO_02671	CDS	957				hypothetical protein
KBOACNCO_02672	CDS	1248				hypothetical protein
KBOACNCO_02673	CDS	333				hypothetical protein
KBOACNCO_02674	CDS	324				hypothetical protein
KBOACNCO_02675	CDS	924	pstS1		COG0226	Phosphate-binding protein PstS 1
KBOACNCO_02676	CDS	1194				hypothetical protein
KBOACNCO_02677	CDS	933	fcl_2	1.1.1.271	COG0451	GDP-L-fucose synthase
KBOACNCO_02678	CDS	1905				hypothetical protein
KBOACNCO_02679	CDS	198	rpmG		COG0267	50S ribosomal protein L33
KBOACNCO_02680	CDS	216				hypothetical protein
KBOACNCO_02681	CDS	1203	alr2	5.1.1.1	COG0787	Alanine racemase 2
KBOACNCO_02682	CDS	2550				hypothetical protein
KBOACNCO_02683	CDS	1695	bicA_1		COG0659	Bicarbonate transporter BicA
KBOACNCO_02684	CDS	1116				hypothetical protein
KBOACNCO_02685	CDS	411				hypothetical protein
KBOACNCO_02686	CDS	282				hypothetical protein
KBOACNCO_02687	CDS	2619	dnaB	3.6.4.12		Replicative DNA helicase
KBOACNCO_02688	CDS	912	ravA	3.6.3.-	COG0714	ATPase RavA
KBOACNCO_02689	CDS	1029	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
KBOACNCO_02690	CDS	264				hypothetical protein
KBOACNCO_02691	CDS	2010	fusA_2		COG0480	Elongation factor G
KBOACNCO_02692	CDS	1026	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
KBOACNCO_02693	CDS	639	COQ5_7	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
KBOACNCO_02694	CDS	1164	hemH	4.99.1.1	COG0276	Ferrochelatase
KBOACNCO_02695	CDS	1521	aam	3.5.1.13	COG0154	Acylamidase
KBOACNCO_02696	CDS	1491				hypothetical protein
KBOACNCO_02697	CDS	876				hypothetical protein
KBOACNCO_02698	CDS	1215				hypothetical protein
KBOACNCO_02699	CDS	1251		2.7.7.-		CC-adding tRNA nucleotidyltransferase
KBOACNCO_02700	CDS	249				hypothetical protein
KBOACNCO_02701	CDS	2046	nuoL_2	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
KBOACNCO_02702	CDS	219				hypothetical protein
KBOACNCO_02703	CDS	573				hypothetical protein
KBOACNCO_02704	CDS	738	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
KBOACNCO_02705	CDS	390				hypothetical protein
KBOACNCO_02706	CDS	474	iscR		COG1959	HTH-type transcriptional regulator IscR
KBOACNCO_02707	CDS	3831	cph2_2			Phytochrome-like protein cph2
KBOACNCO_02708	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
KBOACNCO_02709	CDS	834			COG3599	putative protein
KBOACNCO_02710	CDS	795	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
KBOACNCO_02711	CDS	948				hypothetical protein
KBOACNCO_02712	CDS	651				hypothetical protein
KBOACNCO_02713	CDS	1443	sufB		COG0719	FeS cluster assembly protein SufB
KBOACNCO_02714	CDS	771	sufC		COG0396	putative ATP-dependent transporter SufC
KBOACNCO_02715	CDS	1362	sufD		COG0719	FeS cluster assembly protein SufD
KBOACNCO_02716	CDS	1263	csd	2.8.1.7		putative cysteine desulfurase
KBOACNCO_02717	CDS	1191				hypothetical protein
KBOACNCO_02718	CDS	1212				hypothetical protein
KBOACNCO_02719	CDS	570	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
KBOACNCO_02720	CDS	585	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
KBOACNCO_02721	CDS	390	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
KBOACNCO_02722	CDS	2442				hypothetical protein
KBOACNCO_02723	CDS	357				hypothetical protein
KBOACNCO_02724	CDS	483	rnhA	3.1.26.4	COG0328	Ribonuclease HI
KBOACNCO_02725	CDS	756	sphR_1		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
KBOACNCO_02726	CDS	1332	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
KBOACNCO_02727	CDS	1479	crhR	3.6.4.13		RNA helicase CrhR
KBOACNCO_02728	CDS	1056	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
KBOACNCO_02729	CDS	633	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
KBOACNCO_02730	CDS	1812	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
KBOACNCO_02731	CDS	1596	dnaK_3		COG0443	Chaperone protein DnaK
KBOACNCO_02732	CDS	1629	crtI	1.3.99.31	COG1233	Phytoene desaturase (lycopene-forming)
KBOACNCO_02733	CDS	885		2.1.1.295		2-methyl-6-phytyl-1,4-hydroquinone methyltransferase
KBOACNCO_02734	CDS	1020	lly	1.13.11.27	COG3185	4-hydroxyphenylpyruvate dioxygenase
KBOACNCO_02735	CDS	1371	aldH1	1.2.1.-	COG1012	4,4'-diaponeurosporen-aldehyde dehydrogenase
KBOACNCO_02736	CDS	774				hypothetical protein
KBOACNCO_02737	CDS	999	cbpA_2		COG2214	Curved DNA-binding protein
KBOACNCO_02738	CDS	663	trmR	2.1.1.-		tRNA 5-hydroxyuridine methyltransferase
KBOACNCO_02739	CDS	1671	bicA_2		COG0659	Bicarbonate transporter BicA
KBOACNCO_02740	CDS	705				hypothetical protein
KBOACNCO_02741	CDS	1029	lnrL_2	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
KBOACNCO_02742	CDS	633	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
KBOACNCO_02743	CDS	612				hypothetical protein
KBOACNCO_02744	CDS	1209	COQ3_4	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
KBOACNCO_02745	CDS	309	kaiB_2			Circadian clock protein KaiB
KBOACNCO_02746	CDS	900				hypothetical protein
KBOACNCO_02747	CDS	732	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
KBOACNCO_02748	CDS	1059	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
KBOACNCO_02749	CDS	1014				hypothetical protein
KBOACNCO_02750	CDS	564	tolB_3			Tol-Pal system protein TolB
KBOACNCO_02751	CDS	969				hypothetical protein
KBOACNCO_02752	CDS	1158				hypothetical protein
KBOACNCO_02753	CDS	468				hypothetical protein
KBOACNCO_02754	CDS	1239	dapL_3	2.6.1.83		LL-diaminopimelate aminotransferase
KBOACNCO_02755	CDS	618				hypothetical protein
KBOACNCO_02756	CDS	1518				hypothetical protein
KBOACNCO_02757	CDS	780			COG3039	IS5 family transposase IS5Sa
KBOACNCO_02758	CDS	453	tolR_3			Tol-Pal system protein TolR
KBOACNCO_02759	CDS	444				hypothetical protein
KBOACNCO_02760	CDS	711	tolQ_3			Tol-Pal system protein TolQ
KBOACNCO_02761	CDS	1041	futA2			Iron uptake protein A2
KBOACNCO_02762	CDS	795				hypothetical protein
KBOACNCO_02763	CDS	501				hypothetical protein
KBOACNCO_02764	CDS	2421	rcsC_22	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_02765	CDS	990				hypothetical protein
KBOACNCO_02766	CDS	615				hypothetical protein
KBOACNCO_02767	CDS	534				hypothetical protein
KBOACNCO_02768	CDS	276	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
KBOACNCO_02769	CDS	675	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
KBOACNCO_02770	CDS	930	arnE			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
KBOACNCO_02771	CDS	891				hypothetical protein
KBOACNCO_02772	CDS	2055				hypothetical protein
KBOACNCO_02773	CDS	561				hypothetical protein
KBOACNCO_02774	CDS	960	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
KBOACNCO_02775	CDS	714	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
KBOACNCO_02776	CDS	1101	queA	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
KBOACNCO_02777	CDS	1086				hypothetical protein
KBOACNCO_02778	CDS	735				hypothetical protein
KBOACNCO_02779	CDS	432				hypothetical protein
KBOACNCO_02780	CDS	618	cysR		COG0664	Regulatory protein CysR
KBOACNCO_02781	CDS	1068	glk	2.7.1.2	COG0837	Glucokinase
KBOACNCO_02782	CDS	1743	yheI_2	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
KBOACNCO_02783	CDS	1257	mdtL			Multidrug resistance protein MdtL
KBOACNCO_02784	CDS	237				hypothetical protein
KBOACNCO_02785	CDS	1356				hypothetical protein
KBOACNCO_02786	CDS	1695				hypothetical protein
KBOACNCO_02787	CDS	1497	cobQ			Cobyric acid synthase
KBOACNCO_02788	CDS	1047				hypothetical protein
KBOACNCO_02789	CDS	240				hypothetical protein
KBOACNCO_02790	CDS	462				hypothetical protein
KBOACNCO_02791	CDS	1422	ttuE	2.7.1.40		Pyruvate kinase
KBOACNCO_02792	CDS	1227			COG2081	putative protein
KBOACNCO_02793	CDS	324	trxA_2			Thioredoxin
KBOACNCO_02794	CDS	954				hypothetical protein
KBOACNCO_02795	CDS	522				hypothetical protein
KBOACNCO_02796	CDS	1116	sacA	5.1.3.14		UDP-N-acetylglucosamine 2-epimerase
KBOACNCO_02797	CDS	1464	gltS_2			Sodium/glutamate symporter
KBOACNCO_02798	CDS	384	aroH	5.4.99.5	COG4401	Chorismate mutase AroH
KBOACNCO_02799	CDS	1191				hypothetical protein
KBOACNCO_02800	CDS	1014				IS701 family transposase IS4Sa2
KBOACNCO_02801	CDS	1524				hypothetical protein
KBOACNCO_02802	CDS	693	eda		COG0800	Putative KHG/KDPG aldolase
KBOACNCO_02803	CDS	1008				hypothetical protein
KBOACNCO_02804	CDS	2436				hypothetical protein
KBOACNCO_02805	CDS	1263				hypothetical protein
KBOACNCO_02806	CDS	1077				hypothetical protein
KBOACNCO_02807	CDS	1344				hypothetical protein
KBOACNCO_02808	CDS	705				hypothetical protein
KBOACNCO_02809	CDS	309				hypothetical protein
KBOACNCO_02810	CDS	1221	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
KBOACNCO_02811	CDS	1278	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
KBOACNCO_02812	CDS	1053	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
KBOACNCO_02813	tRNA	72				tRNA-Gly(gcc)
KBOACNCO_02814	CDS	1257				hypothetical protein
KBOACNCO_02815	CDS	954				hypothetical protein
KBOACNCO_02816	CDS	1347				hypothetical protein
KBOACNCO_02817	CDS	1683	ubiB_5	2.7.-.-		protein kinase UbiB
KBOACNCO_02818	CDS	1374	sasA_14	2.7.-.-		Adaptive-response sensory-kinase SasA
KBOACNCO_02819	CDS	636				Iron-sulfur cluster carrier protein
KBOACNCO_02820	CDS	522				hypothetical protein
KBOACNCO_02821	CDS	552				hypothetical protein
KBOACNCO_02822	CDS	1530				hypothetical protein
KBOACNCO_02823	CDS	726	walR_3		COG0745	Transcriptional regulatory protein WalR
KBOACNCO_02824	CDS	747	pcyA	1.3.7.5		Phycocyanobilin:ferredoxin oxidoreductase
KBOACNCO_02825	CDS	270				hypothetical protein
KBOACNCO_02826	CDS	687				IS701 family transposase IS701
KBOACNCO_02827	CDS	1380	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
KBOACNCO_02828	CDS	957				hypothetical protein
KBOACNCO_02829	CDS	747	trmJ	2.1.1.-		tRNA (cytidine/uridine/adenosine-2'-O-)-methyltransferase TrmJ
KBOACNCO_02830	CDS	1488				hypothetical protein
KBOACNCO_02831	CDS	2187	ppk	2.7.4.1	COG0855	Polyphosphate kinase
KBOACNCO_02832	CDS	195				hypothetical protein
KBOACNCO_02833	CDS	228				hypothetical protein
KBOACNCO_02834	CDS	294	minE			Cell division topological specificity factor
KBOACNCO_02835	CDS	801	minD		COG2894	Septum site-determining protein MinD
KBOACNCO_02836	CDS	744	minC			septum site-determining protein MinC
KBOACNCO_02837	CDS	633				hypothetical protein
KBOACNCO_02838	CDS	708				hypothetical protein
KBOACNCO_02839	CDS	585				hypothetical protein
KBOACNCO_02840	CDS	2457	ppsA	2.7.9.2	COG0574	Phosphoenolpyruvate synthase
KBOACNCO_02841	CDS	2307				hypothetical protein
KBOACNCO_02842	CDS	969	COQ5_8	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
KBOACNCO_02843	CDS	1011	moaA_3			GTP 3',8-cyclase
KBOACNCO_02844	CDS	630				hypothetical protein
KBOACNCO_02845	CDS	1521	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
KBOACNCO_02846	CDS	516				hypothetical protein
KBOACNCO_02847	CDS	1740				hypothetical protein
KBOACNCO_02848	CDS	1239				hypothetical protein
KBOACNCO_02849	CDS	1422	bchR	2.1.1.331	COG1032	Bacteriochlorophyllide d C-12(1)-methyltransferase
KBOACNCO_02850	CDS	129				hypothetical protein
KBOACNCO_02851	CDS	960				hypothetical protein
KBOACNCO_02852	CDS	1173				hypothetical protein
KBOACNCO_02853	CDS	1104				hypothetical protein
KBOACNCO_02854	CDS	258				hypothetical protein
KBOACNCO_02855	CDS	2280				hypothetical protein
KBOACNCO_02856	CDS	630	degU_4		COG2197	Transcriptional regulatory protein DegU
KBOACNCO_02857	CDS	558				hypothetical protein
KBOACNCO_02858	CDS	831	cpo	1.11.1.10		Non-heme chloroperoxidase
KBOACNCO_02859	CDS	735		1.-.-.-		putative oxidoreductase
KBOACNCO_02860	CDS	255				hypothetical protein
KBOACNCO_02861	CDS	792				hypothetical protein
KBOACNCO_02862	CDS	288				hypothetical protein
KBOACNCO_02863	CDS	864	azoB	1.7.-.-		NAD(P)H azoreductase
KBOACNCO_02864	CDS	165				hypothetical protein
KBOACNCO_02865	CDS	495				hypothetical protein
KBOACNCO_02866	CDS	915				hypothetical protein
KBOACNCO_02867	CDS	186				hypothetical protein
KBOACNCO_02868	CDS	825	map_3	3.4.11.18	COG0024	Methionine aminopeptidase
KBOACNCO_02869	CDS	399				hypothetical protein
KBOACNCO_02870	CDS	384				hypothetical protein
KBOACNCO_02871	CDS	237				hypothetical protein
KBOACNCO_02872	CDS	1020				Bifunctional NMN adenylyltransferase/Nudix hydrolase
KBOACNCO_02873	CDS	1389				hypothetical protein
KBOACNCO_02874	CDS	363				hypothetical protein
KBOACNCO_02875	CDS	237	umuC		COG0389	Protein UmuC
KBOACNCO_02876	CDS	1365	sasA_15	2.7.-.-		Adaptive-response sensory-kinase SasA
KBOACNCO_02877	CDS	705	tcrA_1		COG0745	Transcriptional regulatory protein TcrA
KBOACNCO_02878	CDS	645				hypothetical protein
KBOACNCO_02879	CDS	3165	czcA			Cobalt-zinc-cadmium resistance protein CzcA
KBOACNCO_02880	CDS	684				hypothetical protein
KBOACNCO_02881	CDS	1338				hypothetical protein
KBOACNCO_02882	CDS	1113				hypothetical protein
KBOACNCO_02883	CDS	1929	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
KBOACNCO_02884	CDS	327				hypothetical protein
KBOACNCO_02885	CDS	399	ziaR			Transcriptional repressor SmtB 
KBOACNCO_02886	CDS	2166	ziaA	7.2.2.12		Zinc-transporting ATPase
KBOACNCO_02887	CDS	1377	rcsC_23	2.7.13.3		Sensor histidine kinase RcsC
KBOACNCO_02888	CDS	699	tcrA_2		COG0745	Transcriptional regulatory protein TcrA
KBOACNCO_02889	CDS	591				hypothetical protein
KBOACNCO_02890	CDS	222				hypothetical protein
KBOACNCO_02891	CDS	429			COG3039	IS5 family transposase IS5Sa2
KBOACNCO_02892	CDS	291				hypothetical protein
KBOACNCO_02893	CDS	969	thiL_2	2.7.4.16		Thiamine-monophosphate kinase
KBOACNCO_02894	CDS	519				hypothetical protein
